feature1,feature2,feature3,feature4,feature5,target
0.2440867495064867,-0.2824781570475887,-0.42741218635839806,0.16275889879962435,-0.015942337640546762,-3.359474403311309
2.1703236667950647,-0.5358730094444724,-1.2613955458732053,-0.9480053959803897,0.5185148729599807,139.46100367552856
-0.3940446872745062,0.22838276628319498,0.998118468329866,-0.23527102263331856,1.8660132440044557,118.81424591371594
0.6668305728798567,2.128509693675889,0.5005765116466661,1.6156875422559105,-0.1504024351877245,174.07970138943952
1.2855786900831918,-2.053003093133788,-0.42077328374260176,-1.9323220145320916,1.346870114099067,46.64196702816079
1.2179109023015935,-1.5441383036197123,-0.457267728463024,-0.49171352755491093,0.025467734349521053,-9.364534267330313
-0.027477861710618848,-0.348696143143435,0.5743279583482813,-0.23238523941459222,-0.449221632795896,-48.6247575605517
0.30005925921238286,1.7607533905730115,0.9143185460216592,0.34069469523329593,0.6347117517289168,176.17991042369025
1.237985343885593,1.4866697458480727,0.5240803965844002,0.2000728852955156,-0.8639616447491673,120.83035152312623
0.348035316697648,-1.0720377669034573,0.6479899598283786,0.758156216003962,1.152977243011986,49.789166671538844
-0.09526786755380477,-0.27566870977203023,1.016624787557491,-0.5910046622668638,1.4895116815841238,83.22427299381641
0.5546418857566379,-0.7554994086626323,0.5458713047456832,0.06698132746157208,-0.37554512945678065,-25.14809818206364
-0.850437859529739,0.8531702893771728,1.0042936512883516,-0.07170120311267099,0.10428725359117828,5.521088003139839
-0.45643358775815146,-0.3806952180099256,-0.3635696152811673,0.4315068256077473,0.04030007941370527,-52.268022311943454
-0.2648166360137285,-0.1476811479681622,0.7291813740833242,-0.2827179544167421,-0.777203740763168,-74.4501096804475
1.6811181490074116,1.2975852161181676,0.5202023044693489,-0.06619597874590112,0.9499311231322426,261.5644328024541
1.751659829129537,-1.208866673619366,-0.8411766782107254,0.6604216554170762,-0.14022288623989276,39.50551273074632
-1.3685890670829313,0.11082943848704169,-0.23695523437436591,0.6524381667543843,-1.3900422170142213,-181.48170391439086
-1.1890276342091342,-2.1898418221349276,-0.8896691763086474,0.2068342769956919,0.7610672196932211,-166.09909030793386
-0.6002884509632124,0.7244767668320675,-0.606025631884603,-0.8417710908245223,1.3447454421021257,80.2851249989312
1.23809198852335,-1.206031755339915,0.6841724219455891,-1.0564197294548245,1.6517716632108401,127.97074656033394
-0.5328440175874702,-0.591469366429639,-0.28133352238352044,-1.845409692803343,0.5599595024822103,-47.02202007716118
-1.2977833944606227,0.240470517711906,0.7153811429718565,0.4145376712570279,1.383463596269737,24.966993002785642
